Label,x_coord,y_coord,Image,Image_length,Image_width
16.Upperrightcorneroftheleftmirror,276,261,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
17.Lowerleftcorneroftheleftmirror,219,313,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
18.Lowercorneroftheconnectionoftheleftmirrorwiththecar,276,350,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
19.Upperleftcorneroftherightmirror,997,259,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
20.Upperrightcorneroftherightmirror,1065,274,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
21.Lowerrightcorneroftherightmirror,1056,316,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
22.Lowercorneroftheconnectionoftherightmirrorwiththecar,995,348,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
23.Farthestleftedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),243,445,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
24.Farthestrightedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),1030,445,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
25.Leftcornerofthebase,261,647,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
26.Rightcornerofthebase,1008,648,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
27.Upperleftcorneroftheleftheadlight,277,364,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
28.Upperrightcorneroftheleftheadlight,436,422,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
29.Lowerleftcorneroftheleftheadlight,282,433,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
30.Lowerrightcorneroftheleftheadlight,407,460,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
31.Upperleftcorneroftherightheadlight,837,419,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
32.Upperrightcorneroftherightheadlight,992,363,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
33.Lowerleftcorneroftherightheadlight,992,431,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
34.Lowerrightcorneroftherightheadlight,865,457,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
35.Upperleftcornerofthegrille,441,423,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
36.Upperrightcornerofthegrille,831,423,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
37.Lowerleftcornerofthegrille,490,589,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
38.Lowerrightcornerofthegrille,812,589,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
39.Upperleftcornerofthecenterbumperbox,471,601,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
40.Upperrightcornerofthecenterbumperbox,801,599,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
41.Lowerleftcornerofthecenterbumperbox,469,628,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
42.Lowerrightcornerofthecenterbumperbox,800,625,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
43.Upperleftcorneroftheleftbumperbox,262,563,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
44.Upperrightcorneroftheleftbumperbox,361,578,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
45.Lowerleftcorneroftheleftbumperbox,268,603,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
46.Lowerrightcorneroftheleftbumperbox,340,608,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
47.Upperleftcorneroftherightbumperbox,913,579,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
48.Upperrightcorneroftherightbumperbox,1006,564,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
49.Lowerleftcorneroftherightbumperbox,928,610,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
50.Lowerrightcorneroftherightbumperbox,1002,606,2023_nissan_versa_sedan_sr_f_oem_1_1280x855.jpg,1280,855
1.Intersectionofthecenterlineandtheroofofacar,640,107,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
2.Intersectionofthecenterlineandtheupperedgeofthefrontwindshield,640,121,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
3.Intersectionofthecenterlineandtheloweredgeofthefrontwindshield,640,264,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
4.Intersectionofthecenterlineandtheupperedgeofthegrille,640,390,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
5.Intersectionofthecenterlineandtheloweredgeofthegrille,640,478,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
6.Intersectionofthecenterlineandtheupperedgeofthecenterbumperbox,640,509,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
7.Intersectionofthecenterlineandtheloweredgeofthecenterbumperbox,640,612,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
8.Intersectionofthecenterlineandthebaseofthecar,640,649,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
9.Upperleftcorneroftheroof,425,118,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
10.Upperrightcorneroftheroof,860,117,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
11.Upperleftcornerofthewindshield,420,134,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
12.Upperrightcornerofthewindshield,865,134,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
13.Lowerleftcornerofthewindshield,321,271,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
14.Lowerrightcornerofthewindshield,964,268,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
15.Upperleftcorneroftheleftmirror,220,247,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
16.Upperrightcorneroftheleftmirror,278,242,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
17.Lowerleftcorneroftheleftmirror,203,287,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
18.Lowercorneroftheconnectionoftheleftmirrorwiththecar,255,305,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
19.Upperleftcorneroftherightmirror,1012,236,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
20.Upperrightcorneroftherightmirror,1074,239,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
21.Lowerrightcorneroftherightmirror,1092,279,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
22.Lowercorneroftheconnectionoftherightmirrorwiththecar,1023,299,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
23.Farthestleftedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),200,441,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
24.Farthestrightedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),1088,441,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
25.Leftcornerofthebase,213,661,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
26.Rightcornerofthebase,1076,657,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
27.Upperleftcorneroftheleftheadlight,230,347,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
28.Upperrightcorneroftheleftheadlight,344,368,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
29.Lowerleftcorneroftheleftheadlight,221,390,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
30.Lowerrightcorneroftheleftheadlight,409,434,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
31.Upperleftcorneroftherightheadlight,945,367,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
32.Upperrightcorneroftherightheadlight,1054,343,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
33.Lowerleftcorneroftherightheadlight,879,432,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
34.Lowerrightcorneroftherightheadlight,1065,388,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
35.Upperleftcornerofthegrille,388,374,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
36.Upperrightcornerofthegrille,899,374,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
37.Lowerleftcornerofthegrille,473,477,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
38.Lowerrightcornerofthegrille,816,474,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
39.Upperleftcornerofthecenterbumperbox,462,513,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
40.Upperrightcornerofthecenterbumperbox,820,509,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
41.Lowerleftcornerofthecenterbumperbox,397,607,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
42.Lowerrightcornerofthecenterbumperbox,895,605,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
43.Upperleftcorneroftheleftbumperbox,233,518,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
44.Upperrightcorneroftheleftbumperbox,399,487,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
45.Lowerleftcorneroftheleftbumperbox,226,594,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
46.Lowerrightcorneroftheleftbumperbox,319,574,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
47.Upperleftcorneroftherightbumperbox,896,489,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
48.Upperrightcorneroftherightbumperbox,1055,514,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
49.Lowerleftcorneroftherightbumperbox,985,581,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
50.Lowerrightcorneroftherightbumperbox,1063,590,2023_toyota_camry-hybrid_sedan_se-nightshade_f_oem_1_1280x855.jpg,1280,855
1.Intersectionofthecenterlineandtheroofofacar,640,105,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
2.Intersectionofthecenterlineandtheupperedgeofthefrontwindshield,640,138,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
3.Intersectionofthecenterlineandtheloweredgeofthefrontwindshield,640,302,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
4.Intersectionofthecenterlineandtheupperedgeofthegrille,640,522,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
5.Intersectionofthecenterlineandtheloweredgeofthegrille,640,623,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
6.Intersectionofthecenterlineandtheupperedgeofthecenterbumperbox,640,637,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
7.Intersectionofthecenterlineandtheloweredgeofthecenterbumperbox,640,665,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
8.Intersectionofthecenterlineandthebaseofthecar,640,691,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
9.Upperleftcorneroftheroof,468,117,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
10.Upperrightcorneroftheroof,812,116,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
11.Upperleftcornerofthewindshield,437,145,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
12.Upperrightcornerofthewindshield,844,145,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
13.Lowerleftcornerofthewindshield,352,297,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
14.Lowerrightcornerofthewindshield,927,299,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
15.Upperleftcorneroftheleftmirror,256,256,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
16.Upperrightcorneroftheleftmirror,308,253,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
17.Lowerleftcorneroftheleftmirror,247,303,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
18.Lowercorneroftheconnectionoftheleftmirrorwiththecar,307,340,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
19.Upperleftcorneroftherightmirror,972,252,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
20.Upperrightcorneroftherightmirror,1027,256,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
21.Lowerrightcorneroftherightmirror,1031,304,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
22.Lowercorneroftheconnectionoftherightmirrorwiththecar,972,341,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
23.Farthestleftedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),254,507,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
24.Farthestrightedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),1025,507,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
25.Leftcornerofthebase,271,666,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
26.Rightcornerofthebase,1008,667,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
27.Upperleftcorneroftheleftheadlight,306,390,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
28.Upperrightcorneroftheleftheadlight,493,466,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
29.Lowerleftcorneroftheleftheadlight,340,508,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
30.Lowerrightcorneroftheleftheadlight,505,488,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
31.Upperleftcorneroftherightheadlight,785,466,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
32.Upperrightcorneroftherightheadlight,972,392,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
33.Lowerleftcorneroftherightheadlight,771,488,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
34.Lowerrightcorneroftherightheadlight,936,510,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
35.Upperleftcornerofthegrille,478,528,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
36.Upperrightcornerofthegrille,802,528,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
37.Lowerleftcornerofthegrille,401,625,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
38.Lowerrightcornerofthegrille,876,625,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
39.Upperleftcornerofthecenterbumperbox,378,632,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
40.Upperrightcornerofthecenterbumperbox,898,632,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
41.Lowerleftcornerofthecenterbumperbox,422,658,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
42.Lowerrightcornerofthecenterbumperbox,854,659,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
43.Upperleftcorneroftheleftbumperbox,288,559,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
44.Upperrightcorneroftheleftbumperbox,372,575,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
45.Lowerleftcorneroftheleftbumperbox,285,624,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
46.Lowerrightcorneroftheleftbumperbox,345,626,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
47.Upperleftcorneroftherightbumperbox,907,572,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
48.Upperrightcorneroftherightbumperbox,981,565,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
49.Lowerleftcorneroftherightbumperbox,933,626,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
50.Lowerrightcorneroftherightbumperbox,993,624,2023_toyota_corolla_sedan_se_fs_izmo_1_1280x855.jpg,1280,855
1.Intersectionofthecenterlineandtheroofofacar,640,101,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
2.Intersectionofthecenterlineandtheupperedgeofthefrontwindshield,640,145,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
3.Intersectionofthecenterlineandtheloweredgeofthefrontwindshield,640,291,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
4.Intersectionofthecenterlineandtheupperedgeofthegrille,640,455,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
5.Intersectionofthecenterlineandtheloweredgeofthegrille,640,548,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
6.Intersectionofthecenterlineandtheupperedgeofthecenterbumperbox,640,602,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
7.Intersectionofthecenterlineandtheloweredgeofthecenterbumperbox,640,661,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
8.Intersectionofthecenterlineandthebaseofthecar,640,667,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
9.Upperleftcorneroftheroof,457,112,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
10.Upperrightcorneroftheroof,832,112,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
11.Upperleftcornerofthewindshield,425,153,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
12.Upperrightcornerofthewindshield,863,154,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
13.Lowerleftcornerofthewindshield,364,290,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
14.Lowerrightcornerofthewindshield,925,291,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
15.Upperleftcorneroftheleftmirror,248,255,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
16.Upperrightcorneroftheleftmirror,312,236,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
17.Lowerleftcorneroftheleftmirror,270,288,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
18.Lowercorneroftheconnectionoftheleftmirrorwiththecar,333,294,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
19.Upperleftcorneroftherightmirror,972,237,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
20.Upperrightcorneroftherightmirror,1040,257,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
21.Lowerrightcorneroftherightmirror,1018,288,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
22.Lowercorneroftheconnectionoftherightmirrorwiththecar,956,294,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
23.Farthestleftedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),259,586,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
24.Farthestrightedgeofthecaratthesamehorizontalleveloftheupperedgeofthebumper(thedarkerline),1027,587,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
25.Leftcornerofthebase,261,643,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
26.Rightcornerofthebase,1027,643,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
27.Upperleftcorneroftheleftheadlight,276,406,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
28.Upperrightcorneroftheleftheadlight,447,448,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
29.Lowerleftcorneroftheleftheadlight,267,440,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
30.Lowerrightcorneroftheleftheadlight,409,484,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
31.Upperleftcorneroftherightheadlight,843,448,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
32.Upperrightcorneroftherightheadlight,1012,406,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
33.Lowerleftcorneroftherightheadlight,880,481,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
34.Lowerrightcorneroftherightheadlight,1017,447,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
35.Upperleftcornerofthegrille,482,453,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
36.Upperrightcornerofthegrille,802,452,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
37.Lowerleftcornerofthegrille,451,545,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
38.Lowerrightcornerofthegrille,835,545,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
39.Upperleftcornerofthecenterbumperbox,357,591,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
40.Upperrightcornerofthecenterbumperbox,932,592,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
41.Lowerleftcornerofthecenterbumperbox,330,646,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
42.Lowerrightcornerofthecenterbumperbox,955,648,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
43.Upperleftcorneroftheleftbumperbox,321,598,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
44.Upperrightcorneroftheleftbumperbox,353,594,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
45.Lowerleftcorneroftheleftbumperbox,305,629,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
46.Lowerrightcorneroftheleftbumperbox,328,637,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
47.Upperleftcorneroftherightbumperbox,937,596,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
48.Upperrightcorneroftherightbumperbox,970,602,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
49.Lowerleftcorneroftherightbumperbox,960,638,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
50.Lowerrightcorneroftherightbumperbox,981,631,2024_honda_accord_sedan_ex-l-hybrid_fs_izmo_1_1280x855.jpg,1280,855
1.Intersectionofthecenterlineandtheroofofacar,640,170,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
2.Intersectionofthecenterlineandtheupperedgeofthefrontwindshield,640,185,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
3.Intersectionofthecenterlineandtheloweredgeofthefrontwindshield,640,302,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
4.Intersectionofthecenterlineandtheupperedgeofthegrille,640,448,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
5.Intersectionofthecenterlineandtheloweredgeofthegrille,640,488,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
6.Intersectionofthecenterlineandtheupperedgeofthecenterbumperbox,640,530,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
7.Intersectionofthecenterlineandtheloweredgeofthecenterbumperbox,640,624,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
8.Intersectionofthecenterlineandthebaseofthecar,640,646,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
9.Upperleftcorneroftheroof,435,182,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
10.Upperrightcorneroftheroof,862,185,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
11.Upperleftcornerofthewindshield,411,200,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
12.Upperrightcornerofthewindshield,886,201,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
13.Lowerleftcornerofthewindshield,347,318,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
14.Lowerrightcornerofthewindshield,946,324,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
15.Upperleftcorneroftheleftmirror,264,292,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
16.Upperrightcorneroftheleftmirror,316,287,2024_hyundai_elantra_sedan_n-line_f_oem_1_1280x855.jpg,1280,855
